"field:1","field:2","field:3","field:4","field:5","field:6","field:7","field:8","field:9"
-1,-1,-1,1,-0.07246376811594202,-0.33333333333333337,-1,-1,1
-1,-1,-1,-0.6666666666666667,-0.24637681159420288,0,-1,-0.33333333333333337,-1
-0.2857142857142857,-0.33333333333333337,-1,-1,0.04347826086956519,-1,0,-1,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,-0.5072463768115942,-0.6666666666666667,-1,0.33333333333333326,1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.4492753623188406,-1,-0.5,-0.33333333333333337,-1
-0.4285714285714286,-0.33333333333333337,0,-0.6666666666666667,0.18840579710144922,-0.6666666666666667,0,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.5072463768115942,-0.33333333333333337,-0.5,0.33333333333333326,1
-0.7142857142857143,-1,-1,-1,-0.6521739130434783,-1,0,-0.33333333333333337,1
-0.7142857142857143,-1,-1,-1,-0.42028985507246375,0,-1,-0.33333333333333337,1
-1,-1,-1,1,-0.18840579710144922,0,-1,-1,1
-0.8571428571428572,-0.33333333333333337,-1,-0.6666666666666667,0.2753623188405796,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.5714285714285714,-1,-1,-0.6666666666666667,-0.7971014492753623,-0.33333333333333337,-1,0.33333333333333326,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.33333333333333326,0,-1,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.5942028985507246,0,-1,0.33333333333333326,-1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.04347826086956519,-0.33333333333333337,-1,0.33333333333333326,1
-1,-1,-1,1,0.7391304347826086,-1,1,-1,1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.01449275362318836,-0.6666666666666667,-1,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.18840579710144922,-0.6666666666666667,-1,0.33333333333333326,-1
-0.7142857142857143,-0.33333333333333337,0,-0.6666666666666667,-0.1594202898550725,-0.33333333333333337,-1,-1,-1
-0.7142857142857143,-0.33333333333333337,-1,-1,-0.536231884057971,-1,0,-1,-1
-0.7142857142857143,-1,-1,-0.6666666666666667,0.33333333333333326,-0.6666666666666667,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.5652173913043479,-0.33333333333333337,-1,0.33333333333333326,1
-0.5,-0.33333333333333337,0,-0.6666666666666667,-0.01449275362318836,-1,0.5,-1,-1
0.1428571428571428,-0.33333333333333337,-1,-0.6666666666666667,-0.6231884057971014,-0.33333333333333337,-0.5,-1,-1
-0.7142857142857143,-0.33333333333333337,-1,-1,-0.536231884057971,0,-1,-1,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.6231884057971014,-0.6666666666666667,-1,0.33333333333333326,1
-0.5714285714285714,-0.33333333333333337,-1,-0.6666666666666667,0.21739130434782616,0,-1,-1,-1
-0.1428571428571429,-1,-1,1,-0.536231884057971,1,-1,-1,1
0.1428571428571428,-1,-1,-0.6666666666666667,-0.5942028985507246,0,-1,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.6811594202898551,-0.6666666666666667,-1,0.33333333333333326,1
-0.8571428571428572,-1,-1,1,0.33333333333333326,-0.6666666666666667,-1,1,1
-0.2857142857142857,-0.33333333333333337,-1,-1,-0.30434782608695654,-0.6666666666666667,0,-1,-1
-0.1428571428571429,-1,-1,-0.6666666666666667,-0.5942028985507246,-1,0,-0.33333333333333337,1
-0.3571428571428571,-0.33333333333333337,0,-0.6666666666666667,0.5652173913043479,-1,0.5,-1,-1
-0.7857142857142857,-1,-1,1,-0.4782608695652174,-1,-0.5,1,-1
-1,-1,-1,-1,0.2753623188405796,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.8571428571428572,-1,-1,1,-0.4782608695652174,-0.6666666666666667,-1,1,-1
-0.1428571428571429,-1,-1,-0.6666666666666667,-0.5072463768115942,-1,0,0.33333333333333326,1
-0.6428571428571428,-1,-1,-0.6666666666666667,-0.4492753623188406,-0.33333333333333337,-1,-0.33333333333333337,1
-0.7857142857142857,-0.33333333333333337,-1,1,-0.24637681159420288,-1,-1,0.33333333333333326,-1
-1,-1,-1,-0.6666666666666667,-0.10144927536231885,-0.6666666666666667,-1,0.33333333333333326,-1
-0.8571428571428572,-0.33333333333333337,-1,-1,-0.536231884057971,-0.6666666666666667,-1,-1,-1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.10144927536231885,-0.6666666666666667,0.5,-0.33333333333333337,1
-1,-1,-1,-0.6666666666666667,-0.6811594202898551,-0.33333333333333337,-1,0.33333333333333326,1
-1,-1,-1,-1,0.7391304347826086,-0.6666666666666667,-1,-0.33333333333333337,1
-0.1428571428571429,-1,-1,1,-0.536231884057971,-1,1,-1,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.13043478260869568,-1,0.5,-0.33333333333333337,1
-0.5,-0.33333333333333337,0,-0.6666666666666667,0.07246376811594213,-1,0.5,-1,-1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.3913043478260869,-0.6666666666666667,-1,0.33333333333333326,1
-1,-1,-1,-1,-0.42028985507246375,-1,-1,-0.33333333333333337,1
-0.5,-1,-1,-0.6666666666666667,0.13043478260869557,-1,0,0.33333333333333326,1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.1594202898550725,-0.33333333333333337,-0.5,0.33333333333333326,1
-1,-1,-1,-0.6666666666666667,-0.8260869565217391,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.5714285714285714,-0.33333333333333337,-1,1,-0.3623188405797102,-0.6666666666666667,-1,0.33333333333333326,-1
-1,-1,-1,-0.6666666666666667,0.6521739130434783,0,-1,-0.33333333333333337,1
-0.8571428571428572,-0.33333333333333337,-1,-1,-0.18840579710144922,-0.33333333333333337,-1,-1,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.01449275362318836,-1,0,-0.33333333333333337,-1
-1,-1,-1,-0.6666666666666667,0.07246376811594213,-0.6666666666666667,-1,0.33333333333333326,1
-0.5714285714285714,-0.33333333333333337,-1,-0.6666666666666667,-0.6231884057971014,-0.6666666666666667,-0.5,-0.33333333333333337,-1
-0.4285714285714286,-1,-1,-0.6666666666666667,-0.33333333333333337,-0.33333333333333337,-1,-0.33333333333333337,1
-0.4285714285714286,-1,-1,1,-0.536231884057971,0,-1,-1,1
-1,-1,-1,-0.6666666666666667,-0.3623188405797102,0,-1,-0.33333333333333337,-1
-0.5,-0.33333333333333337,-1,-0.6666666666666667,-0.536231884057971,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.8571428571428572,-1,-1,1,-0.3623188405797102,-1,-0.5,1,-1
-1,-1,-1,-0.6666666666666667,0.681159420289855,-0.6666666666666667,-1,-0.33333333333333337,1
-0.7142857142857143,-1,0,1,-0.6521739130434783,0,-1,-1,1
-0.6428571428571428,-0.33333333333333337,0,-0.6666666666666667,-0.10144927536231885,-0.33333333333333337,-1,-1,-1
-0.7857142857142857,-0.33333333333333337,-1,-0.6666666666666667,0.3913043478260869,-0.33333333333333337,-1,-0.33333333333333337,-1
-0.3571428571428571,-0.33333333333333337,-1,-0.6666666666666667,-0.10144927536231885,-1,0,-0.33333333333333337,-1
-0.8571428571428572,-1,-1,-1,-0.30434782608695654,-1,0,-0.33333333333333337,-1
-1,-1,-1,1,0.9130434782608696,-0.6666666666666667,-1,1,-1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.6811594202898551,-0.6666666666666667,0.5,-0.33333333333333337,-1
-0.4285714285714286,-1,-1,1,-0.42028985507246375,-0.33333333333333337,-1,-1,-1
-1,-1,-1,-0.6666666666666667,0.6521739130434783,-0.33333333333333337,-1,0.33333333333333326,1
-0.7142857142857143,-1,-1,-1,-0.42028985507246375,-1,-1,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.10144927536231885,-1,0.5,-0.33333333333333337,1
-0.8571428571428572,-0.33333333333333337,0,-0.6666666666666667,-0.5072463768115942,-0.33333333333333337,-0.5,-1,-1
-1,-1,-1,-1,0.1594202898550725,-1,0,-0.33333333333333337,1
-1,-1,-1,-0.6666666666666667,0.9420289855072463,0,-0.5,0.33333333333333326,1
-0.7142857142857143,-1,-1,-1,-0.07246376811594202,-0.6666666666666667,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.33333333333333337,-0.33333333333333337,-1,0.33333333333333326,1
-0.7142857142857143,-1,-1,1,0.04347826086956519,-1,1,-1,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.7391304347826086,-1,0,0.33333333333333326,-1
-1,-1,-1,-0.6666666666666667,0.10144927536231885,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,-0.1594202898550725,-0.33333333333333337,-1,0.33333333333333326,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.33333333333333337,-0.33333333333333337,-1,-0.33333333333333337,1
-1,-1,-1,-1,-0.42028985507246375,-1,-1,-0.33333333333333337,1
-0.5714285714285714,-0.33333333333333337,-1,-1,-0.18840579710144922,-0.33333333333333337,-1,-1,-1
-0.8571428571428572,-1,-1,-1,0.1594202898550725,-0.33333333333333337,-1,-0.33333333333333337,1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,-0.855072463768116,-1,0.5,-1,-1
-0.4285714285714286,-1,-1,-1,-0.42028985507246375,-0.6666666666666667,-1,-0.33333333333333337,1
-1,-1,-1,-0.6666666666666667,0.3623188405797102,-0.33333333333333337,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,1,0.1594202898550725,-0.33333333333333337,-1,-1,1
0.1428571428571428,-1,-1,-0.6666666666666667,-0.6811594202898551,-0.6666666666666667,0.5,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.33333333333333326,-1,0.5,-0.33333333333333337,1
0.5,-1,-1,-0.6666666666666667,-0.2753623188405797,-1,0.5,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-1,-0.18840579710144922,-0.6666666666666667,-1,-0.33333333333333337,1
-0.5,-0.33333333333333337,-1,-0.6666666666666667,-0.42028985507246375,-0.33333333333333337,-1,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.3913043478260869,-0.33333333333333337,-1,0.33333333333333326,1
-0.9285714285714286,-1,-1,-0.6666666666666667,-0.30434782608695654,-0.6666666666666667,-1,0.33333333333333326,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.21739130434782605,-0.6666666666666667,-1,0.33333333333333326,-1
-0.6428571428571428,-0.33333333333333337,-1,-0.6666666666666667,-0.04347826086956519,0,-1,-0.33333333333333337,-1
-0.9285714285714286,-0.33333333333333337,-1,-0.6666666666666667,-0.04347826086956519,-1,0.5,-1,-1
-0.8571428571428572,-1,-1,1,0.681159420289855,-1,-0.5,1,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.18840579710144922,-0.33333333333333337,-1,0.33333333333333326,1
-0.7142857142857143,-1,0,1,-0.7681159420289855,-0.33333333333333337,-1,-1,-1
-1,-1,-1,-0.6666666666666667,0.6231884057971016,-0.6666666666666667,-1,0.33333333333333326,1
-0.7142857142857143,-1,-1,-1,-0.536231884057971,-1,-1,-0.33333333333333337,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.24637681159420288,-0.6666666666666667,-0.5,-0.33333333333333337,1
-1,-1,0,1,-0.6521739130434783,0.33333333333333326,-1,-1,1
-1,-1,-1,-0.6666666666666667,0.9420289855072463,-0.6666666666666667,0,0.33333333333333326,1
-0.4285714285714286,-1,-1,-0.6666666666666667,-0.6811594202898551,-1,0,0.33333333333333326,1
-0.2857142857142857,-0.33333333333333337,1,-0.6666666666666667,0.18840579710144922,-1,0.5,-1,-1
-0.7142857142857143,-0.33333333333333337,-1,-1,0.3913043478260869,-1,0,-1,-1
-0.2857142857142857,-0.33333333333333337,-1,-0.6666666666666667,-0.01449275362318836,-1,0,-1,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.5942028985507246,-0.33333333333333337,-1,-0.33333333333333337,1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,-0.536231884057971,-1,-1,-0.33333333333333337,-1
-0.8571428571428572,-1,-1,-1,0.2753623188405796,-0.33333333333333337,-1,-0.33333333333333337,-1
-1,-1,-1,-0.6666666666666667,0.4492753623188406,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.5714285714285714,-1,-1,-1,-0.6521739130434783,-0.33333333333333337,-1,-0.33333333333333337,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.5072463768115942,-1,-0.5,0.33333333333333326,-1
-0.6428571428571428,-0.33333333333333337,-1,-0.6666666666666667,-0.42028985507246375,-0.33333333333333337,-0.5,-0.33333333333333337,-1
-0.6428571428571428,-0.33333333333333337,-1,-0.6666666666666667,-0.18840579710144922,-0.33333333333333337,-0.5,-0.33333333333333337,-1
-1,-1,0,-0.6666666666666667,0.5942028985507246,-0.33333333333333337,-0.5,-0.33333333333333337,-1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.8260869565217391,-0.33333333333333337,-1,-0.33333333333333337,1
-1,-1,-1,-0.6666666666666667,-0.42028985507246375,-0.33333333333333337,-1,0.33333333333333326,1
-1,-1,-1,-0.6666666666666667,0.3623188405797102,-1,-1,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.3623188405797102,0,-1,-0.33333333333333337,1
-1,-1,0,-0.6666666666666667,0.10144927536231885,0.33333333333333326,-1,-0.33333333333333337,1
-0.7857142857142857,-0.33333333333333337,0,-0.6666666666666667,0.826086956521739,-0.33333333333333337,-1,-0.33333333333333337,-1
-0.4285714285714286,-1,-1,-1,-0.536231884057971,-1,0,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.21739130434782616,-1,0,-0.33333333333333337,1
-0.9285714285714286,-1,-1,-0.6666666666666667,-0.21739130434782605,-1,0.5,-0.33333333333333337,1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,0.30434782608695654,-1,0,-0.33333333333333337,-1
-0.7142857142857143,-1,-1,-1,0.5072463768115942,-0.33333333333333337,-1,-0.33333333333333337,1
-0.9285714285714286,-0.33333333333333337,0,-0.6666666666666667,-0.3913043478260869,0,-1,-1,-1
-0.5,-1,-1,-0.6666666666666667,-0.13043478260869568,0,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,1,-0.42028985507246375,0,-1,-1,1
-1,-1,-1,-0.6666666666666667,0.4492753623188406,-0.6666666666666667,-1,-0.33333333333333337,1
-1,-1,-1,1,0.855072463768116,-1,1,-1,1
-1,-1,0,1,-0.18840579710144922,-0.33333333333333337,-1,-1,-1
-0.2142857142857143,0.33333333333333326,-1,-0.6666666666666667,-0.18840579710144922,-0.6666666666666667,-0.5,-1,-1
-0.2857142857142857,-1,-1,-0.6666666666666667,-0.7101449275362319,-1,0,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-1,0.5072463768115942,-0.6666666666666667,-1,-0.33333333333333337,1
-0.8571428571428572,0.33333333333333326,-1,-0.6666666666666667,0.6231884057971016,-0.6666666666666667,-0.5,-1,-1
-0.7142857142857143,-0.33333333333333337,-1,-1,-0.18840579710144922,-0.6666666666666667,-1,-1,-1
-0.1428571428571429,-0.33333333333333337,-1,-1,-0.18840579710144922,-1,0,-1,-1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,0.21739130434782616,-1,0,-1,1
-1,-1,-1,-0.6666666666666667,0.24637681159420288,-1,-1,-0.33333333333333337,1
-1,-1,-1,-0.6666666666666667,0.5652173913043479,-1,0.5,-0.33333333333333337,1
-0.5,-0.33333333333333337,-1,-0.6666666666666667,-0.536231884057971,-0.6666666666666667,-1,-0.33333333333333337,-1
-1,-1,-1,-0.6666666666666667,0.33333333333333326,-0.6666666666666667,-1,-0.33333333333333337,1
-0.4285714285714286,-0.33333333333333337,-1,-0.6666666666666667,-0.13043478260869568,-0.6666666666666667,0,-1,-1
-0.6428571428571428,-1,-1,1,-0.4782608695652174,-0.6666666666666667,-1,1,1
-0.5,-1,-1,-0.6666666666666667,-0.4492753623188406,-1,0.5,-0.33333333333333337,-1
-0.9285714285714286,-0.33333333333333337,-1,-0.6666666666666667,0.7391304347826086,-0.6666666666666667,-0.5,-0.33333333333333337,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.42028985507246375,-0.6666666666666667,-1,0.33333333333333326,1
-0.2142857142857143,-1,-1,-0.6666666666666667,-0.18840579710144922,-0.33333333333333337,-0.5,0.33333333333333326,1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,-0.1594202898550725,-0.33333333333333337,-1,-0.33333333333333337,-1
-0.4285714285714286,-0.33333333333333337,-1,-0.6666666666666667,-0.7391304347826086,-0.6666666666666667,0,-0.33333333333333337,-1
-1,-1,-1,-0.6666666666666667,-0.24637681159420288,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.1428571428571429,-1,-1,-0.6666666666666667,-0.5072463768115942,-1,0,0.33333333333333326,1
-0.5714285714285714,-1,-1,-0.6666666666666667,-0.536231884057971,-0.6666666666666667,-1,0.33333333333333326,1
-0.5714285714285714,-0.33333333333333337,-1,-0.6666666666666667,0.42028985507246386,-0.6666666666666667,0,-0.33333333333333337,-1
-0.8571428571428572,-1,-1,-1,0.7391304347826086,-0.6666666666666667,-1,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.21739130434782616,0,-1,-0.33333333333333337,1
-0.3571428571428571,-0.33333333333333337,-1,-0.6666666666666667,-0.24637681159420288,0,-1,-1,-1
-0.8571428571428572,-1,-1,-1,-0.6521739130434783,-1,-1,-0.33333333333333337,1
-1,-1,-1,-0.6666666666666667,0.1594202898550725,0,-1,0.33333333333333326,1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.7681159420289855,-0.33333333333333337,-1,0.33333333333333326,-1
-0.7142857142857143,-1,-1,-1,-0.07246376811594202,-0.6666666666666667,-1,-0.33333333333333337,1
-0.7857142857142857,-0.33333333333333337,-1,-0.6666666666666667,-0.42028985507246375,-1,-0.5,-0.33333333333333337,-1
-0.4285714285714286,-1,-1,1,-0.07246376811594202,0,-1,-1,1
-0.7142857142857143,-1,-1,1,-0.24637681159420288,-1,-1,1,-1
-0.5714285714285714,-1,-1,1,-0.24637681159420288,-0.6666666666666667,-1,1,-1
-0.7142857142857143,-1,-1,-1,-0.30434782608695654,-0.6666666666666667,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.04347826086956519,-0.33333333333333337,-1,0.33333333333333326,1
-0.8571428571428572,-0.33333333333333337,-1,-0.6666666666666667,0.07246376811594213,-1,0.5,-1,-1
-0.7857142857142857,-0.33333333333333337,-1,1,-0.01449275362318836,-0.33333333333333337,-1,0.33333333333333326,-1
-0.6428571428571428,-1,-1,-0.6666666666666667,-0.30434782608695654,-0.6666666666666667,-0.5,0.33333333333333326,1
-0.6428571428571428,-1,-1,1,-0.5942028985507246,-0.6666666666666667,-1,1,-1
-0.7857142857142857,-0.33333333333333337,-1,-0.6666666666666667,0.1594202898550725,-0.33333333333333337,-1,-0.33333333333333337,-1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.3913043478260869,-0.6666666666666667,-1,0.33333333333333326,1
-0.4285714285714286,-0.33333333333333337,-1,-0.6666666666666667,-0.42028985507246375,-0.6666666666666667,-0.5,-0.33333333333333337,-1
-1,-1,-1,-0.6666666666666667,-0.01449275362318836,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.8571428571428572,-0.33333333333333337,-1,-1,0.6231884057971016,-1,-1,-1,1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.21739130434782605,-0.6666666666666667,-1,0.33333333333333326,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.536231884057971,-0.6666666666666667,-0.5,0.33333333333333326,1
-0.7142857142857143,-1,-1,-0.6666666666666667,-0.01449275362318836,-0.33333333333333337,-1,-0.33333333333333337,1
-0.1428571428571429,-1,-1,-0.6666666666666667,-0.7101449275362319,-1,0,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.24637681159420288,-0.33333333333333337,-1,0.33333333333333326,-1
-0.3571428571428571,-0.33333333333333337,-1,1,-0.5942028985507246,-0.6666666666666667,-0.5,0.33333333333333326,-1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,0.4492753623188406,-0.33333333333333337,-1,-1,-1
-0.7142857142857143,-1,-1,1,-0.07246376811594202,-1,1,-1,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.30434782608695654,-0.33333333333333337,-1,0.33333333333333326,1
0.2857142857142858,-1,-1,-0.6666666666666667,-0.5072463768115942,-1,0.5,-0.33333333333333337,1
-0.4285714285714286,-0.33333333333333337,-1,-0.6666666666666667,-0.536231884057971,0,-1,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.04347826086956519,-0.6666666666666667,-1,0.33333333333333326,1
-1,-1,-1,1,0.1594202898550725,0,-1,-1,1
-0.6428571428571428,-1,-1,-0.6666666666666667,-0.2753623188405797,-1,0.5,-0.33333333333333337,1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.13043478260869557,-0.33333333333333337,-1,0.33333333333333326,1
-0.7142857142857143,-1,-1,-0.6666666666666667,0.33333333333333326,-0.33333333333333337,-1,-0.33333333333333337,1
-1,-1,-1,-0.6666666666666667,0.7101449275362319,-0.6666666666666667,-1,0.33333333333333326,-1
-0.9285714285714286,-0.33333333333333337,-1,-0.6666666666666667,-0.18840579710144922,-0.6666666666666667,-1,-0.33333333333333337,-1
-1,-1,-1,-0.6666666666666667,-0.2753623188405797,0,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,-0.6666666666666667,0.30434782608695654,-0.6666666666666667,-1,0.33333333333333326,1
-0.2142857142857143,-0.33333333333333337,0,-0.6666666666666667,-0.5072463768115942,-1,0.5,-1,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.21739130434782616,-1,0,-0.33333333333333337,1
-0.2857142857142857,-0.33333333333333337,0,-0.6666666666666667,0.42028985507246386,-1,0.5,-1,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.7101449275362319,0,-0.5,0.33333333333333326,1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,0.13043478260869557,-0.6666666666666667,-1,-0.33333333333333337,-1
-1,-1,-1,-0.6666666666666667,0.5942028985507246,-0.6666666666666667,0,0.33333333333333326,1
-0.7142857142857143,-0.33333333333333337,1,-0.6666666666666667,-0.13043478260869568,-0.6666666666666667,0,-1,-1
-0.7142857142857143,-0.33333333333333337,0,-0.6666666666666667,-0.13043478260869568,0,-1,-1,-1
-0.7142857142857143,-0.33333333333333337,-1,-1,0.04347826086956519,0,-1,-1,-1
-0.8571428571428572,-1,-1,-1,0.6231884057971016,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.1428571428571429,-1,-1,-0.6666666666666667,-0.7101449275362319,-0.6666666666666667,0,-0.33333333333333337,1
-0.7857142857142857,-0.33333333333333337,-1,-0.6666666666666667,0.4782608695652173,-0.33333333333333337,-0.5,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,-0.5652173913043479,0,-1,0.33333333333333326,1
-1,-1,-1,-1,0.3913043478260869,-1,0,-0.33333333333333337,-1
-0.8571428571428572,-1,-1,-0.6666666666666667,-0.01449275362318836,-0.33333333333333337,-1,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-1,-0.8840579710144928,-1,-1,-0.33333333333333337,1
-1,-1,-1,-1,0.04347826086956519,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,0.5072463768115942,-0.6666666666666667,-0.5,-0.33333333333333337,-1
-0.6428571428571428,-0.33333333333333337,0,-0.6666666666666667,-0.2753623188405797,0.33333333333333326,-1,-1,-1
-0.9285714285714286,-0.33333333333333337,-1,-0.6666666666666667,0.2753623188405796,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.6428571428571428,-0.33333333333333337,-1,-0.6666666666666667,-0.30434782608695654,-0.33333333333333337,-1,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.10144927536231885,-0.33333333333333337,-1,-0.33333333333333337,-1
-0.5714285714285714,-1,0,-0.6666666666666667,0.42028985507246386,-1,0.5,-0.33333333333333337,1
-0.7142857142857143,-0.33333333333333337,-1,-0.6666666666666667,0.18840579710144922,0,-1,-1,-1
-1,-1,-1,1,0.6231884057971016,-1,1,-1,1
-0.9285714285714286,-1,-1,-0.6666666666666667,-0.7681159420289855,-0.6666666666666667,-1,0.33333333333333326,1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.5652173913043479,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.6521739130434783,-0.6666666666666667,-1,0.33333333333333326,1
-0.7142857142857143,-1,-1,-0.6666666666666667,0.13043478260869557,-1,0.5,-0.33333333333333337,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.6231884057971016,-0.33333333333333337,-1,0.33333333333333326,-1
0.2857142857142858,-1,0,-0.6666666666666667,-0.1594202898550725,-1,0.5,-0.33333333333333337,-1
-0.4285714285714286,-1,-1,-1,-0.7681159420289855,-0.6666666666666667,-1,-0.33333333333333337,1
-0.8571428571428572,-1,-1,1,0.21739130434782616,-1,-1,1,-1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.04347826086956519,-0.6666666666666667,-1,0.33333333333333326,1
-0.5,-0.33333333333333337,0,-0.6666666666666667,-0.2753623188405797,0.33333333333333326,-1,-1,-1
0.0714285714285714,-0.33333333333333337,-1,-0.6666666666666667,-0.6231884057971014,-0.6666666666666667,0,-0.33333333333333337,-1
-0.1428571428571429,-1,-1,1,-0.536231884057971,-1,1,-1,1
-0.7142857142857143,-1,-1,1,-0.30434782608695654,0,-1,-1,1
-0.3571428571428571,-0.33333333333333337,-1,-0.6666666666666667,-0.6521739130434783,-0.33333333333333337,-0.5,-0.33333333333333337,-1
-0.9285714285714286,-1,-1,-0.6666666666666667,0.13043478260869557,-0.6666666666666667,-1,0.33333333333333326,-1
-0.7857142857142857,-0.33333333333333337,-1,-0.6666666666666667,0.04347826086956519,-0.6666666666666667,-1,-0.33333333333333337,-1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.536231884057971,-0.6666666666666667,-0.5,0.33333333333333326,1
-0.8571428571428572,-1,-1,-0.6666666666666667,0.4492753623188406,-0.6666666666666667,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,1,-0.30434782608695654,-1,1,-1,-1
-1,-1,-1,-0.6666666666666667,-0.21739130434782605,-0.33333333333333337,-1,-0.33333333333333337,1
-0.7142857142857143,-1,-1,-1,-0.18840579710144922,-0.6666666666666667,-1,-0.33333333333333337,1
-0.1428571428571429,-0.33333333333333337,0,-1,-0.07246376811594202,-0.6666666666666667,0,-1,-1
0.0714285714285714,-0.33333333333333337,0,-0.6666666666666667,-0.21739130434782605,-0.6666666666666667,0.5,-1,-1
-0.8571428571428572,-0.33333333333333337,-1,-0.6666666666666667,0.1594202898550725,-0.33333333333333337,-1,-0.33333333333333337,-1
-1,-1,-1,-1,-0.7681159420289855,-1,-1,-0.33333333333333337,-1
-0.5714285714285714,-1,0,-0.6666666666666667,0.4782608695652173,-0.6666666666666667,0,0.33333333333333326,-1
-0.7857142857142857,-1,-1,-0.6666666666666667,-0.04347826086956519,-0.6666666666666667,-1,0.33333333333333326,1
